回数,種別,科目名,番号,問題文,選択肢１,選択肢２,選択肢３,選択肢４,答
25,按マ指,按摩・マッサージ・指圧理論,145,揉み返しを最も起こしやすいのはどれか。,皮膚・皮下組織の移動範囲内の施術,同一部位の反復施術,不規則なリズムでの施術,筋線維と平行な施術,2
25,按マ指,按摩・マッサージ・指圧理論,146,骨格筋の伸張に応じる受容器はどれか。,筋紡錘,パチニ小体,メルケル盤,ポリモーダル受容器,1
25,按マ指,按摩・マッサージ・指圧理論,147,ⅠB抑制を利用して右腓腹筋の筋緊張を軽減させるのに適切な圧迫部位はどれか。,右前脛骨筋の筋腹部,右前脛骨筋の筋腱移行部,右腓腹筋の筋腹部,右腓腹筋の筋腱移行部,4
25,按マ指,按摩・マッサージ・指圧理論,148,リンパ浮腫に対する手技療法の目的はどれか。,反射作用,矯正作用,誘導作用,鎮静作用,3
25,按マ指,按摩・マッサージ・指圧理論,149,眼球部への圧迫刺激により徐脈が起こるのはどれか。,アシュネル反射,ツェルマーク反射,眼輪筋反射,輻輳反射,1
25,按マ指,按摩・マッサージ・指圧理論,150,圧自律神経反射で圧迫側にみられるのはどれか。,鼻粘膜の毛細血管の拡張,腋窩温の上昇,発汗の増加,血圧の上昇,1
26,按マ指,医療概論,1,介護保険制度について正しいのはどれか。,被保険者は75歳以上である。,介護保険料は全国一律である。,地域包括支援センターは二次医療圏ごとに設置される。,要介護認定の申請は市町村および特別区に対して行う。,4
26,按マ指,医療概論,2,緩和医療について正しいのはどれか。,医師以外の医療者は関与しない。,延命が目的である。,心理的苦痛は対象である。,末期がん患者以外には適応しない。,3
26,按マ指,医療概論,3,患者の自己決定権とともに「患者の権利宣言」の基軸となっているのはどれか。,バイオエシックス,インフォームド・コンセント,QOL,ターミナルケア,2
26,按マ指,衛生学,4,二次予防はどれか。,がん検診,予防接種,難病患者への生活支援,緩和ケア,1
26,按マ指,衛生学,5,産業衛生管理のうち作業管理はどれか。,作業場の換気,健康診断の実施,労働時間の短縮,作業の遠隔化,3
26,按マ指,衛生学,6,水俣病の原因はどれか。,カドミウム,有機水銀,鉛,ヒ素,2
26,按マ指,衛生学,7,二国間の国際協力を推進する機関はどれか。,ILO,JICA,UNICEF,WHO,2
26,按マ指,衛生学,8,プライマリ・ヘルス・ケアの概念に含まれるのはどれか。,抗がん剤の普及,再生医療の推進,ワクチンの製造,健康教育の推奨,4
26,按マ指,衛生学,9,メタボリックシンドロームの診断基準に含まれるのはどれか。,体脂肪率,心電図,骨密度,血糖値,4
26,按マ指,衛生学,10,コホート研究について正しいのはどれか。,がんは対象にならない。,集団は対象にならない。,追跡調査が必要である。,国勢調査で行われる。,3
26,按マ指,衛生学,11,健康増進の考え方を提示したのはどれか。,アルマ・アタ宣言,ジュネーブ宣言,オタワ憲章,WHO憲章,3
26,按マ指,関係法規,12,あん摩マツサージ指圧師、はり師、きゆう師等に関する法律で、あん摩マッサージ指圧師免許の消極的要件に該当するのはどれか。,懲役刑を受けた。,文部科学大臣の認定した学校を卒業した。,あん摩マッサージ指圧師国家試験に合格した。,交通違反で反則金を支払った。,1
26,按マ指,関係法規,13,あん摩マツサージ指圧師、はり師、きゆう師等に関する法律で、施術者が本籍地の都道府県を変更したときにしなければならないのはどれか。,再免許の申請,免許証の書換え交付申請,免許証の再交付申請,名簿登録事項の訂正申請,4
26,按マ指,関係法規,14,あん摩マツサージ指圧師、はり師、きゆう師等に関する法律で、あん摩マッサージ指圧師ができるのはどれか。,応急処置としての脱臼の整復,医師の指示による外科手術の補助,薬剤師が調合した薬の投与,医師の同意を得た骨折患部への施術,4
26,按マ指,関係法規,15,あん摩マツサージ指圧師、はり師、きゆう師等に関する法律で、》施術所の衛生上必要な要件でない》のはどれか。,常に清潔に保つ。,快適な温度・湿度を保つ。,換気を充分にする。,採光・照明を充分にする。,2
26,按マ指,解剖学,16,寛骨について正しいのはどれか。,耳状面は腸骨の内側にある。,恥骨結節は恥骨体の下方にある。,坐骨棘に大腿骨頭靱帯が付着する。,下前腸骨棘に鼠径靱帯が付着する。,1
26,按マ指,解剖学,17,脳神経と通過する部位の組合せで正しいのはどれか。,視神経———上眼窩裂,下顎神経———正円孔,顔面神経———内耳孔,舌下神経———頸静脈孔,3
26,按マ指,解剖学,18,筋と補助装置の組合せで正しいのはどれか。,下斜筋———滑車,三角筋———滑液包,長掌筋———腱鞘,下腿三頭筋———骨間膜,2
26,按マ指,解剖学,19,下肢帯の筋と支配神経の組合せで正しいのはどれか。,大殿筋———下殿神経,梨状筋———上殿神経,腸骨筋———閉鎖神経,大腿方形筋———大腿神経,1
26,按マ指,解剖学,20,内頸動脈の枝はどれか。,顎動脈,眼動脈,舌動脈,椎骨動脈,2
26,按マ指,解剖学,21,胸管について正しいのはどれか。,乳び槽から続く。,大静脈孔を通過する。,右上半身のリンパが集まる。,右静脈角に注ぐ。,1
26,按マ指,解剖学,22,胃について正しいのはどれか。,噴門には括約筋がある。,小弯は肝臓に接する。,大弯には大網が付着する。,最内層の筋は輪走筋である。,3
26,按マ指,解剖学,23,腎臓について正しいのはどれか。,腎皮質の突出は腎乳頭をつくる。,糸球体は毛細血管が集まったものである。,尿細管と集合管を合わせてネフロンという。,傍糸球体細胞からエリスロポエチンが分泌される。,2
26,按マ指,解剖学,24,交感神経節前ニューロンの細胞体があるのはどれか。,前角,側角,側索,後索,2
26,按マ指,解剖学,25,皮膚領域と皮膚分節の組合せで正しいのはどれか。,鎖骨———C2,上腕内側———Th1,臍———Th6,腸骨稜———S2,2
26,按マ指,解剖学,26,嗅上皮の存在部位はどれか。,鼻腔天井,中鼻甲介,鼻前庭,キーゼルバッハ部位,1
26,按マ指,生理学,27,核酸について正しいのはどれか。,RNAは二重らせん構造である。,RNA分子はDNA分子より大きい。,DNAは凝集して染色体を形成する。,伝令RNAはアミノ酸をリボソーム上に運ぶ。,3
26,按マ指,生理学,28,心臓の1回拍出量を増やす因子はどれか。,胸腔内圧の低下,右心房内圧の上昇,静脈還流量の減少,迷走神経活動の亢進,1
26,按マ指,生理学,29,健康成人の肺気量で最も多いのはどれか。,死腔量,残気量,予備吸気量,1回換気量,3
26,按マ指,生理学,30,産熱に《関与しない》のはどれか。,基礎代謝,ふるえ,不感蒸散,黄体ホルモン,3
26,按マ指,生理学,31,蓄尿時に興奮が抑制されるのはどれか。,膀胱平滑筋,尿道括約筋,骨盤神経求心路,陰部神経遠心路,1
26,按マ指,生理学,32,副甲状腺から分泌されるのはどれか。,パラソルモン,カルシトニン,ソマトスタチン,サイロキシン,1
26,按マ指,生理学,33,卵巣について正しいのはどれか。,卵胞刺激ホルモンを分泌する。,プロラクチンを分泌する。,子宮に直接つながる。,黄体を形成する。,4
26,按マ指,生理学,34,反射中枢が中脳にあるのはどれか。,嚥下反射,排尿反射,伸張反射,立ち直り反射,4
26,按マ指,生理学,35,損傷直後に片側の弛緩麻痺が起こるのはどれか。,小脳,大脳基底核,一次運動野,補足運動野,3
26,按マ指,生理学,36,免疫について正しいのはどれか。,マクロファージは抗原を提示する。,ヘルパーT細胞は補体を放出する。,好中球は抗原を特異的に認識する。,サイトカインは抗原と特異的に結合する。,1
26,按マ指,生理学,37,ホルモン分泌の日内リズムで、夜間、睡眠時に最も高まるのはどれか。,アドレナリン,成長ホルモン,コルチゾール,パラソルモン,2
26,按マ指,病理学,38,疾患の分類と疾患名の組合せで正しいのはどれか。,遺伝性疾患———アザラシ肢症,局所性疾患———痛風,器質的疾患———大腸癌,特発性疾患———帯状疱疹,3
26,按マ指,病理学,39,低出生体重児の定義は何g未満か。,"1,500g","2,000g","2,500g","3,000g",3
26,按マ指,病理学,40,アポトーシスについて正しいのはどれか。,細胞の病的な死である。,個体発生時にみられる。,周囲に炎症を起こす。,ヒトに特異的な現象である。,2
26,按マ指,病理学,41,梗塞の種類と罹患臓器の組合せで正しいのはどれか。,出血性梗塞———心臓,出血性梗塞———腎臓,貧血性梗塞———肺,貧血性梗塞———脾臓,4
26,按マ指,病理学,42,膿に最も多くみられる白血球はどれか。,好中球,リンパ球,肥満細胞,マクロファージ,1
26,按マ指,病理学,43,バセドウ病のアレルギーの型はどれか。,Ⅰ型,Ⅲ型,Ⅳ型,Ⅴ型,4
26,按マ指,病理学,44,アスベストと関連があるのはどれか。,肺癌,食道癌,膀胱癌,悪性リンパ腫,1
26,按マ指,臨床医学総論,45,筋緊張について正しいのはどれか。,末梢神経障害で亢進する。,錐体路障害では変わらない。,錐体外路障害で鉛管様となる。,小脳障害で弛緩する。,3
26,按マ指,臨床医学総論,46,虫垂炎の触診で圧痛を認めるのはどれか。,右季肋部,左季肋部,右下腹部,左側腹部,3
